COLLECT_TARGET_ID,CONTACT_ACCOUNT_TYPE,ACCOUNT_ID,ACCOUNT,FRIEND_ID,FRIEND_ACCOUNT,FRIEND_NICKNAME,WEIBO_MESSAGE_TYPE,MAIL_SEND_TIME,WEIBO_MESSAGE,WEIBO_REPLY_COUNTER,WEIBO_RETWEET_COUNTER,WEIBO_LIKE_COUNTER,MBLOG_ID,RELEVANT_MBLOG_ID,IDROOT_MBLOG_ID,GROUP_NUM,DELETE_STATUS,DELETE_TIME
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400575620,null,0,,0,5192756402.0,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400575560,null,0,,0,1013720367,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,601621937,,小黄鸡,,1402795740,null,2178,,966,5206422609.0,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400139480,null,0,,0,1010322083,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400125860,啊咧啊咧阿...,1,,0,927518722,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400125800,null,0,,0,17002,,null,,0,
350000282600100100201407241442037054203478603080281087990,0RENREN,,580192278,580191449,,李逵,,1400125800,null,0,,0,1011221341,,null,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,295012,,孔明,,1387174262,,,,,2836348,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16159495,,Ann,,1383735885,,,,,2119603,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1383898253,,0,0,0,12133152,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1383805036,,0,0,0,11162264,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1383742656,,0,0,0,10687098,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40416625,,小丽,,1404363170,,78,0,26,209335538,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,36565144,,傻咪儿喵猫,,1404044209,,3,0,3,209149043,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,2397606,,来往精选,,1404298821,,106,44,1454,209315229,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,37860913,,藏可新,,1404343950,,12,0,17,209347022,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,36478459,,静静的开始,,1404070261,,36,0,23,209143881,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40483879,,萌二代,,1404365265,,20,0,7,209363002,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,36437615,,张三李四,,1404367133,,0,0,0,209360052,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,2397606,,来往精选,,1404298821,,138,53,1578,209317190,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,35514331,,丿动漫控丶北宫洛伊,,1404312693,,2,0,23,209319644,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,36482848,,小小,,1404367724,,1,0,1,209365065,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,2397606,,来往精选,,1403945086,,697,104,2431,209080160,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40213285,,嘟嘟猪的唇彩,,1404262068,,32,0,20,209298304,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40228022,,侵略,,1404365644,,0,0,0,209369012,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40063596,,二二三三,,1404296624,,18,0,44,209311203,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,39667106,,小郭子,,1404312832,,41,0,12,209321669,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,2397606,,来往精选,,1403945086,,611,346,2636,209079165,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,33894764,,Jeremy,,1404357822,,4,0,5,209349323,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40593964,,爱人,,1404293792,,27,0,32,209319096,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,39796197,,六点点,,1404298618,,4,0,10,209325184,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,38943620,,陶毛毛,,1404306367,,84,0,149,209321440,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,4082942,,will,,1383736692,,,,,2140002,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,20074927,,妖精,,1398074452,,8,0,2,205053268,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,38223037,,Billy,,1398074834,,0,0,0,205055268,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,8752848,,Kitty,,1398061879,,2,0,3,205014989,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,7939905,,王者,,1398072138,,0,0,0,205071135,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,9675128,,中国好村长,,1398067527,,13,1,7,205025410,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,8655316,,但晨澄,,1398073547,,0,0,0,205056216,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,7939905,,王者,,1398072115,,0,0,0,205068135,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,7967474,,兔斯基,,1398066646,,11,0,2,205048020,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,20074927,,妖精,,1398075070,,2,0,2,205059275,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,11511136,,杨玉娇1009,,1398072959,,0,0,1,205054216,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403669794,,0,0,0,208867673,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403669172,,0,0,0,208858714,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403417993,,0,0,0,208689226,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403408988,,0,0,0,208661999,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403397459,,0,0,0,208658706,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403370136,,0,0,0,208659383,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403370032,,0,0,0,208661296,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403370015,,0,0,0,208655493,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403369901,,0,0,2,208658378,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403369874,,0,0,0,208666294,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403369845,,0,0,3,208656425,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403257331,,0,0,0,208597370,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403191526,,0,0,0,208539962,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403190996,,0,0,0,208548917,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403190673,,0,0,0,208537940,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,11328800,,烟花易冷,,1403151540,,0,0,0,208502786,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402975681,,0,0,0,208348540,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402974617,,0,0,0,208341536,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402974466,,0,0,0,208358499,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402974330,,0,0,0,208360431,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1385429007,,0,0,0,20153424,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1384564963,,0,0,0,16576045,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1384478510,,0,0,0,15966065,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,17827390,,fancq,,1384089940,,0,0,0,14149607,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,2520903,,小琰,,1383902727,,0,0,0,12180068,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16159495,,Ann,,1383742612,,0,0,0,10700278,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16159495,,Ann,,1383697971,,0,0,0,10274882,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,4082942,,will,,1383637503,,0,0,0,9921179,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,4082942,,will,,1383637322,,0,0,0,9920084,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,4082942,,will,,1383637296,,0,0,0,9924862,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,2520903,,小琰,,1382484114,,0,0,0,5504145,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,2520903,,小琰,,1382417115,,0,0,0,5305521,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,2397606,,来往精选,,1396768973,,,,,10413003,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,420170,,戊辰,,1396569306,,,,,10304060,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,7838971,,豆豆,,1392034836,,,,,3485793,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,37699007,,+0,,1396489845,,,,,10295047,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,1000614,,喜欢卖萌的小白,,1389792601,,,,,3262709,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,31945535,,！努力哥,,1393303264,,,,,10016077,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402974150,,,,,11308042,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,40125633,40125633,,感觉,,1402974365,,,,,11306044,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1385429007,,0,0,0,20153424,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1384564963,,1,0,0,16576045,,,,0,
350000282600100100201407241442037054203478603080281087990,LAIWANG,,16159495,16449595,,囚囚妹,,1384478510,,0,0,0,15966065,,,,0,
