COLLECT_TARGET_ID,CONTACT_ACCOUNT_TYPE,ACCOUNT_ID,ACCOUNT,FRIEND_ID,FRIEND_ACCOUNT,FRIEND_NICKNAME,WEIBO_MESSAGE_TYPE,MAIL_SEND_TIME,WEIBO_TOPIC,WEIBO_MESSAGE,WEIBO_REPLY_COUNTER,WEIBO_RETWEET_COUNTER,WEIBO_LIKE_COUNTER,MBLOG_ID,RELEVANT_MBLOG_ID,IDROOT_MBLOG_ID,DELETE_STATUS,DELETE_TIME
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,59602642,Verizon,,,,These #apps and accessories will help you bring futbol in #Brasil to your home: http://t.co/fm1hPM7Ysb http://t.co/DKoWvdgFdj,,1,,478628092446253057,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1648024394,BP,,,,Russian Minister of Energy @novakav1 visits #BP stand @21WPC #21wpc @MinenergoGov http://t.co/6ArP7t4c3d,,7,,479266927693791232,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,713882930,Минэнерго России,,,,Minister Alexander Novak&apos;s @novakav1 interview to CNN TV channel about the reasons of cutting gas supply to Ukraine http://t.co/UXP0h4acvY,,7,,479487770550104064,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,85548801,けったろ,,,,自分で作るより楽だし早いし何よりカロリー書いてあるのがめちゃくちゃ便利やねん………,,10,,479513272186462208,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1336400197,でるた@ハラショーのおやつ,,,,#エリチカイベント決まったしエリチカ祭りじゃ学校の課題＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜＜えりちイベ学校の課題とか邪魔だから引っ込んでろよ💢💢💢 http://t.co/snAMIA9Oct,,7,,479513627771154432,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,146066313,韓流ツイッター,,,,Mカウントダウン10周年を迎え、Mnet側は盛大な10周年ショーを準備している。関係者、"早ければ来月、遅くとも8月には10周年を記念する盛大なショーを見せることができるだろう",,73,,479511569663918080,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,893196198,黒愛学園bot,,,,春日「こら、何してんの」津川「わっ！びっくりした！」日向「びっくりしすぎだろ」津川「怖い眼鏡さんも！」日向「あ？」津川「！」春日「日向、津川が怖がってる」日向「うぃっす」春日「で、何してんの」津川「…ゲーム」日向「課題は？」津川「…」春日「相田ー宮地ー」津川「わーっやだ！」,,1,,479513992767893504,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,2486900845,オラフ,,,,明日の自分が今日の自分を後悔しないように生きていこうね http://t.co/b5dXe2o3A1,,37,,479510703741472768,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,561135054,田中 菜月,,,,あやめに久々会った(T_T)思わず抱きついた〜♡♡部活いってらっしゃい！ふぁいてぃん！ http://t.co/uoUjjRBwKn,,1,,479517085660246016,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,232809448,袁藤沖人,,,,後先考えずに冷蔵庫を掃除したら凄く綺麗になった http://t.co/18jdFXzqGb,,21,,479516265468264448,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@MeiyaFuyy 就是了,,0,,466120592857395200,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@chiau9,,0,,456728359364358145,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,我要回家了哦,,0,,456726686034186240,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@MeiyaFuyy 无聊,,0,,466120292939476994,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,111766763,wildWONG 野黃,,,,不止「個別」港人。仇恨每日在散播，而教徒則越來越多，本來以為上次拐帶事件會讓大家有個反思機會，亦的確也偃息旗鼓一輪，結果現在稍為撩撥，上綱上線攀咬提出身論的還是佔較大部份。兄弟，打算留港的話，以後睇車。RT @hkgfu:  我也只是有感於個別港人對她出生地引發的攻擊！,,4,,456709532538765312,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@RFA_Chinese good,,0,,312487970252926976,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,我的心,,0,,312387527489249280,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@MeiyaFuyy f yu uuu,,0,,466120681034248193,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,我怎么又来要数据了,,0,,464594380721242112,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,34625116,oktak,,,,#622vote #票站 #googlemap 全民投票 2017普選 https://t.co/oOKOiOnqud (22/6 去附近的投票站投票啦 10am - 9pm,,1,,479509437464322048,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,2273153586,嘻哈小母鼠,,,,“@will0404_: 这图笑死了 http://t.co/Sc3jHtDXoi”,,5,,479512468427788290,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,92207174,蔡淑芳,,,,张思之：抓浦志强无理http://t.co/UrbRo9R3z5 中国有许多年轻的律师有资格可代理浦案，但碍于规定只能委托两位律师，而由于他受浦志强的信任和委托，决定出山担任浦志强的辩护律师。同时表示并不确定如今中国政府大规模逮捕死嗑派律师以及维权律师是否会造成律师界的寒蝉效应。,,3,,479507781389541377,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,62571644,香港星島新聞,,,,（財經） 國企指數最新跌19點: 國企指數最新報10424.77 點，跌19.64點，跌幅0.19%。 http://t.co/6R0z83Sp79,,0,,479514961559842816,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,186721321,MengChiaoLee,,,,坑爹阿 http://t.co/NfIrxffGBw,,5,,479463153856569345,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,9570452,KicksOnFire.com,,,,So much 🔥🔥🔥 in this pic! (via @shoulee81) http://t.co/fjngMKTTT3,,169,,479511902163582976,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,254148157,GreatFire.org,,,,Dropbox is now completely blocked in China https://t.co/bLZXWU5JS2 Another victim after China&apos;s block on Google,,29,,479500927783960576,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,111766763,wildWONG 野黃,,,,「Shut up you criminal!」 RT @ayaka_hizuki: [徐小鳳] 元秋4點要去灣仔警察總部報到！ - By Erica Yuen,,0,,479516658914975744,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,62571644,香港星島新聞,,,,（財經） 恒指最新升45點: 恒生指數最新報23227.35 點，升45.63點，升幅0.2%。 http://t.co/TpyztzY40y,,0,,479514960649674752,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,9570452,KicksOnFire.com,,,,Not 1, not 2, not 3, not 4... http://t.co/nN2Eycc4a2 (via @cjzero),,25,,479509383290683392,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,161219414,烂土豆,,,,RT @JEPomfret  中国 bans 批评调查报道 unless the boss OKs. Tough new regulations to end "illegal"activities, Xinhua says. http://t.co/6uih2cd9Ej,,1,,479505018387968000,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,92207174,蔡淑芳,,,,维族学者伊力哈木•土赫提传已遭秘密审讯并判重刑 :  http://t.co/bBY0tlgDv1 古再丽努尔•艾力说，民族大学还有6个学生与土赫提在同时被拘捕，至少其中一个学生同样被控分裂罪。学生们有一个母亲说从1月开始，被捕的6名学生的家人，都未能与他们取得联络。,,4,,479511609715355648,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,62571644,香港星島新聞,,,,（財經） 【296】英皇酒店料業績受政策影響仍可增長: 　　英皇國際(00163)董事總經理兼英皇酒店(00296)執行董事范敏嫦表示，內地一旦縮短旅客訪澳逗留日數等措施料影響旅客數目，不過，現時尚未實施，相信酒店營業額... http://t.co/tdym6tuUwU,,0,,479514963002675200,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,98279220,左小祖咒,,,,《当我离开你的时候》2013LIVE: http://t.co/LH3hsOSlzR,,0,,479505673181339648,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,"@wildwong: 我寫悔過書給林忌後，本人優先地立刻歸隊對家，然後逐個檢舉當年為你們說過話的牛鬼蛇神，還向小隊長要求親自鋪上你們要跪的玻璃，在你們要睡的牛棚大小便。看，看書多有用，當不了警惕也可以當手冊。 RT @hkgfu:  以後港版文革，打到遣返全部大陸移民，,,0,,456726857749000192,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@hap_ni yes,,0,,466119503168819200,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@hap_ni ok,,0,,466119734572761089,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@MeiyaFuyy good,,0,,466120892989198336,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,Tjo,,0,,466120846314987520,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,你好,,0,,312125451202084865,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,i don&apos;t known,,0,,456726064425738240,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,相册,,0,,312125836578934784,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@,,0,,312487889340612609,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,397831974,ni,,,,@MeiyaFuyy @daxa unbeliable,,1,,296443358728036352,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,397831974,ni,,,,@MeiyaFuyy yes. You are right,,1,,296443137054887936,,,0,
350000282600100100201407241441387054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,无心之错，有心之失,,0,,291747922608013313,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@daxa 说得好。nice,,0,,296102598233169921,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,Today is nice than before. For holiday next week,,0,,296103123993378816,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,1097065154,黄小蓉,,,,@hap_ni Nice,,0,,312040176132169730,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,397831974,ni,,,,@MeiyaFuyy 为什么这样说,,0,,296443624835645440,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,24483947,Siu,,,,給香港人 - 問誰未發聲 （一）: http://t.co/AWfsuUzHMS via @YouTube,,0,,479106669796814848,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,113030811,Alumniportal Deuland,,,,Apply now: #Scholarships for Public #Policy and Good #Governance http://t.co/NAjgPtJsrB @GermanyDiplo @GI_Journal,,1,,479176947839565824,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,2389111465,光田一男,,,,@HeQinglian @Suyutong @rosetangy 不光是经济因素，还有各个阶层人的敷衍塞责(央视定义邪教的过程可窥一斑)，这些都是熵值越来越大(社会缺乏动力向任何方向进/退)。最终结果是一个内陷式溃散模式。无力回天！我觉得就只能散伙，各做各的。,,1,,479202983712796672,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,61574117,Shireen Sandoval,,,,A sunny morning in #HarborCity #HongKong 🎊🎎 http://t.co/69HnafHUoc,,1,,479403606014054400,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,84369072,高氏兄弟 Gao Brothers,,,,如果说基督是人类的眼泪，艺术就是我们透过泪水看到的世界。复活节快乐！http://t.co/lRyAnLndVd,,3,,457830338614808576,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,340878876,Hu Jia 胡佳,,,,我们让香港也听到来自大陆的声音吧。北京、上海、广州、深圳、重庆、成都……RT@szstupidcool 感谢台湾，香港加油！【問誰未發聲】臺灣獨立樂人/NGO團體 聲援香港：http://t.co/QxYH8CuxLG @gzdxxd @OCLPHK @zengjinyan,,1,,479439410954379264,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,1384683565,色々の嘘,,,,镰刀锤子威武 http://t.co/MyB7KIXCMC,,47,,479229700737220608,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,9031202,zengjinyan,,,,恕我大胆地设想：维稳的根本目的是要制造永远不稳定，在不稳定状态中维持其后极权运动的永久性。,,6,,478815973399465984,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,8148292,德國之聲 中文新聞,,,,没有纪念权利，谈何遗忘自由？: 德国之声专栏作者泽林关于六四的文章引发了一场讨论。中国时事评论人长平新发表了一篇文章予以回应。 http://t.co/Xf9zydVvnV,,12,,479364003383111681,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,6856072,Gao Ming 高明,,,,不是说要开展批评与自我批评嘛，怎么记者就不能“私自”批评了呢？？ http://t.co/I83LVqmGDB,,4,,479216342034157568,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,53372202,fufuji97,,,,南方日报好象是报道了，纽约流浪汉回应陈光标，希望他把钱用在中国穷人身上 RT@HeQinglian 陈光标登广告请客撒钱 纽约无家可归者翘首以待 http://t.co/gslOdWTr51 …,,1,,479269483014795264,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,44585729,オプティマス・プライム,,,,【職員より：速報】プレミアを控えた香港より現地の画像が届きました！司令官が……デカい！ #tfjp http://t.co/Jz28ZKkcGA,,239,,479262097755222016,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,35316765,Andrew Freund,,,,Last shoot of the day introducing #ImagineDragons! #transformers #itgothotter #hongkong @ 牛角 尖沙咀lcx2號店 http://t.co/CygDAb7EMb,,0,,479234861203746816,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,49000047,流觴,,,,转：这是新疆大学让所有教师、员工签署的承诺书。 http://t.co/w4gqa4E8R9,,8,,479263520660652032,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,41342855,Jenn,,,,@HongKongTourism also social #etiquette is key.. I always presented my business card upon first meeting some1 w/two hands out of respect!👐☺️,,0,,479379547469524993,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,41342855,Jenn,,,,@HongKongTourism exactly! My fav souvenir I brought home from #hongkong was a lucky #kitty statue! Luck & fortune http://t.co/sgsvJedzqw,,0,,479393677261811713,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,95023423,UberFacts,,,,There is a town in Pennsylvania named Intercourse.,,907,,479243887513710592,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,24483947,Siu,,,,其實大陸很多人因由細被洗腦，無法區分「國家」與「共產黨」，「國情」與「黨情」。甚至無法理解一國內可有多個政黨，也不理解政黨意見可以相異。共產黨地位被類比成古代的皇族，是無可置疑的權威，同時也如皇帝般代表國家。所以推翻共產黨即等於亡國，對這些愛國人士而言這不可接受。,,1,,479188533974822912,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,620632841,纽约时报中文网,,,,RT @tmagazinecn: 盛夏时节，如何远离蚊虫叮咬？从蚊虫滋生地的清理，到各类化学驱虫剂的选择，都很有门道。其实，最简单的电扇驱蚊法，效果也不错。而电刑灭蚊器却是出了名的没用。http://t.co/BahxhKWf3w,,1,,479352916285730816,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,45472004,Parker Kligerman,,,,Sunset yesterday upon arrival in Hong Kong... #skyfire http://t.co/mjINM2LtOz,,2,,478716806442401792,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,92955419,DEUTSCHLAND.de,,,,Funded by @GermanyDiplo: Albert Einstein German Academic Refugee Initiative #DAFI https://t.co/IlYinTT1xr see also @Refugees,,2,,479187691750162432,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,163126485,Tony Davies,,,,@HongKongTourism sorry 2010 to 2012,,0,,479383775236075520,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,45472004,Parker Kligerman,,,,Lights, camera, Hong Kong http://t.co/0li7XiaWn7,,2,,478727577285427200,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,103548466,lihengzhang,,,,"@gaoming: “……据我观察，入党这一过程纯粹是在羞辱人，如果一个人经受得起这番羞辱，证明很有可能什么事都干得出来，也就成为了一个合适的共产党员。”——摘自 @liumiao  老师今日来信",,9,,479410799178297346,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,427831052,明鏡新聞網,,,,据消息人士说，习近平名下的财产包括房产三套，存款230万元人民币，福州市台江区像园路58号像园公寓一套，杭州市文三西路省政府家属楼住宅一套，北京市紫竹桥总政家属楼住宅一套。,,5,,479231733930676224,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,9031202,zengjinyan,,,,魏忠平：“我站在被告席上，这是我的多年梦想。我本应该站在原告席上，去控告这些滥用权力的人。不过没错，我在被告席上也一样可以控告。”,,6,,479479582265839618,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,66635426,Luca Raffo,,,,@HongKongTourism @AmericanAir an egg tart via air mail would be highly appreciated.,,0,,479390282556116994,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,14961549,Her peirong,,,,看来这是饱醉豚写的革命指南 RT @baozuitun @lvv2_com 为什么你们转那么多次，没有一个人给我稿费？你们凭良心汇钱给我的经纪人吧。http://t.co/utNawqrBpX  http://t.co/wHNSOadKxB,,2,,479203045838835712,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,2546282706,Musa Ismail,,,,@HeQinglian 我说的是前苏联的模式，共党下台，形式上可能具有多党制，前共产党权贵和他们的联盟改头换面继续在政商两界控制国家，国家政权继续黑社会化。中国文化传统比斯拉夫文化更容易接受这种局面。,,1,,479247338545090561,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,228590002,卢秋梅,,,,204位中央委员亲属在美加247人，欧洲6人，其他国家96人，共349人；167位候补委员亲属在美加122人，欧洲361人，其他国家108人，共591人；127位中纪委委员亲属在美加202人，欧洲276人，其他国家104人，共580人。三者相加共1520人,,12,,479347970748342272,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,195997863,野罂粟,,,,@Suyutong @HeQinglian DW”基本法“里有一句：在那些本国媒体不自由和不能全面进行报道的国家里，为使人们能够有畅通的获取信息的渠道，外国媒体是重要的补充。http://t.co/CoHbcECZlI 德国之声需要补充的难道是中国媒体缺的是为中共的歌功颂德？,,9,,479257951157624832,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,110515452,Yawei Liu,,,,时隔三十年，香港再次走到了政治上命运攸关的时刻。这一次，很多香港人不甘心旁观而试图强行登上谈判桌，逼迫中央妥协，落实“真普选”。另一边，北京则直接摊牌。刚发表的白皮书，针对民主治权，字字句句仿佛又在提示香港人：认清自己的位置。http://t.co/jJCttdHwuB,,4,,479345802859790336,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,18961913,Alex Da Kid,,,,Hong Kong.. Tomorrow we about too shut down the city.. #Showtime #KIDinaKORNER http://t.co/YUEgaxt5G2,,6,,479289673928691712,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,14003352,Jeremy Shih,,,,18日晚間，著名雲端儲存服務 Dropbox 遭遇封殺。「牆」越來越高，遭遇封殺的都是基礎工具類服務，完全不存在任何意識問題。然而，一切資訊的自由流通都是它們的噩夢，因此只能繼續孱弱地生存在恐懼之中。歷史和現實早已證明：魔高一尺，道高一丈。逆歷史潮流而動者注定留名於歷史的恥辱柱。,,72,,479307511015559168,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,155673750,Michael Bay Dot Com,,,,Read the #transformers4 #HongKong premiere live streaming details at http://t.co/fpt0MZjiNF #tf4 #transformers http://t.co/TsipW8D5Fa,,85,,479226753517621248,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,45472004,Parker Kligerman,,,,Filming in downtown Hong Kong http://t.co/FjMA3KgbXl,,2,,478727040212803584,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,340878876,Hu Jia 胡佳,,,,待高智晟律师获释，我用笔记本电脑陪他一起看《辩护人》。@debbycsw 由真人真事改編的《逆權大狀》正在香港上演。人權律師與國家機器之戰是以卵擊石。南韓能夠走向民主, 不是軍政府突然覺悟, 而是因無數公民敢於挑戰高牆。https://t.co/H4JV8aNDIC …,,3,,479476084061110273,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,9031202,zengjinyan,,,,为什么说是新极权的趋向？对一切组织化行动和非正式集会加剧打压，严厉压制网络空间阻止可能聚集人气的意见领袖出现，打击解散各个共产党内部的派系使权力在官僚层面分散不稳定却在高层某人高度集中；加足马力开动意识形态宣传和控制机器；在世界以投资、外援、孔子学院等方式加速扩张；以国内人民为敌,,8,,479439032225505280,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,41342855,Jenn,,,,@HongKongTourism my tips for women traveling to #hongkong are: bring extra money because the #shopping is amazing! 😉😉 #girltravel,,0,,479378848425852930,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,267502889,中文热推机器人,,,,RT @soysin:RT @charlesmok: 壹傳媒也再受黑客攻擊--遣責網絡暴力！ http://t.co/aKQspqrMx5,,6,,479221668905099265,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,14003352,Jeremy Shih,,,,今天你覺得沒有 Google 也可以百度，沒有 Gmail 也可以163，沒有 YouTube 也可以優酷，Android 沒有 Google Play 更新反正 iPhone 還可以用 App Store，即便何時封殺 Flickr 至少還有 Instagram。可是明天呢？,,1,,479237288438669312,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,45472004,Parker Kligerman,,,,Me on a bridge in Hong Kong http://t.co/XTiTXu2soG,,1,,478727180827250688,,,0,
350000282600100100201407241441397054203478603080281087990,1330005,,MeiyaFuyy,,66635426,Luca Raffo,,,,@jablonsky_steve @HongKongTourism Feng Shui! That&apos;s a Dragon Hole!,,0,,479378944647770114,,,0,
